"Search Criteria: "

"Initial View: County"
"Well Type: Both"
"County Name: HOWARD"
"Date Range: Jan 2020 - Mar 2026"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"CLARK UNIT A 24-13",46183,08," ",391787,3635836,0,0
"CLARK UNIT B 24-13",46839,08," ",688952,5202178,0,0
"CLARK, NORMA JEAN ET AL",28239,08," ",16,0,0,0
"CLASSIC UNIT",52373,08," ",807052,2487762,0,0
"CLAUDE UNIT 23",46520,08," ",7355,50844,0,0
CLAY,42235,08," ",70535,0,0,0
"CLAY, H. R.",41030,08," ",181,0,0,0
"CLAY, H. R.",41676,08," ",25968,0,0,0
"CLAY, H. R.",47933,08," ",11948,0,0,0
"CLAY, H. R. -A-",48046,08," ",10068,0,0,0
"CLAY, H. R. -A-",48144,08," ",12854,24,0,0
"CLAY, H. R. -B-",48047,08," ",9096,0,0,0
"CLAY, H. R. -B-",48175,08," ",5629,24,0,0
"CLAY, H. R. -C-",41300,08," ",0,0,0,0
"CLAY, H. R. -C-",41666,08," ",2963,24,0,0
"CLAY, H. R. EAST",48010,08," ",5182,1,0,0
"CLAY, H. R., -A-",41031,08," ",65,0,0,0
"CLAY, H. R., -B-",41029,08," ",79,0,0,0
"CLAY, H. R.-A-",41289,08," ",12123,0,0,0
"CLAY, H. R.-B-",41303,08," ",89,0,0,0
"CLAY, H. R.-E-",41290,08," ",12347,0,0,0
"CLAY, H. R.-I-",41292,08," ",0,0,0,0
"CLAY, H. R.-MCNALLEN",41299,08," ",1013,0,0,0
"CLAY, H.R.",41288,08," ",1,0,0,0
"CLAY, H.R.-G-",41291,08," ",0,0,0,0
"CLAY. H.R.-B-AMOCO",41293,08," ",0,0,0,0
"CLICK 14",48187,08," ",92440,433063,0,0
"CLICK 26",48186,08," ",105245,763954,0,0
"CLICK-CHEVRON 14-11 A UNIT",59925,08," ",234913,167773,0,0
"CLICK-CHEVRON 14-11 B UNIT",58457,08," ",361137,207868,0,0
"CLICK-CHEVRON 14-11 C UNIT",58567,08," ",447130,412985,0,0
"CLICK-CHEVRON 14-11 D UNIT",62228,08," ",273867,327095,0,0
"CLINE UNIT 32A",43614,08," ",18732,195744,0,0
"CLINE UNIT 32B",43988,08," ",14850,100183,0,0
"CLO 32",41915,08," ",23542,188046,0,0
"CLYDE 45",38693,08," ",0,0,0,0
"CLYDE BARROW UNIT 32-41",53307,08," ",912369,1167402,0,0
"CLYDE CLANTON",45600,08," ",0,0,0,0
"CLYDE CLANTON SWD",58133,08," ",0,0,0,0
"COACHWHIP 17-20",56738,08," ",2232098,4117807,0,0
"COACHWHIP 17-29 UNIT 1",58716,08," ",2597068,6065584,0,0
"COAHOMA LPG STRG. AREA",24243,08," ",0,0,0,0
"COAHOMA SWD",40696,08," ",0,0,0,0
"COATES -41-",41174,08," ",3813,3717,0,0
"COBRA KAI D 47-02",64039,08," ",73084,141731,0,0
"COCONUT 10",39507,08," ",62008,164980,0,0
COHIBA,38796,08," ",28,0,0,0
COLE,41667,08," ",25380,0,0,0
"COLE 12",47057,08," ",0,0,0,0
"COLE 13",47054,08," ",0,56,0,0
"COLE 13-12 A UNIT",61756,08," ",406310,248569,0,0
"COLE 13-12 B UNIT",56697,08," ",397463,244537,0,0
"COLE 36",47746,08," ",0,0,0,0
"COLE 36-37 A UNIT",53574,08," ",108567,36500,0,0
"COLE 36-37 B UNIT",57861,08," ",438619,248035,0,0
"COLE SWD",60763,08," ",0,0,0,0
"COLE, DORIS",290663,08," 1",0,0,10361,98
"COLE, DORIS",32118,08," ",0,5749,0,0
"COLE, DORIS",41718,08," ",7645,0,0,0
"COLE, DORIS ""A""",41668,08," ",5406,0,0,0
"COLE, DORIS ""B""",41719,08," ",310,0,0,0
"COLE, DORIS CHALK",31218,08," ",3683,84764,0,0
"COLE, JOHN OTIS",177760,08," 1",0,0,0,0
"COLE, THELMA J.",18620,08," ",0,0,0,0
"COLE,W.S.",24833,08," ",0,0,0,0
"COLEMAN, F.",30901,08," ",0,0,0,0
"COLLINS 8",29887,08," ",22106,0,0,0
"COLONIAL UNIT",58668,08," ",584540,1356228,0,0
"COLONIAL UNIT A1",48796,08," ",151123,685128,0,0
"COLONIAL UNIT A2",48872,08," ",132720,323042,0,0
"COMANCHE TRAIL",55839,08," ",361380,721766,0,0
"COME-THOU-FOUNT 2223A",50625,08," ",340681,1332286,0,0
"COME-THOU-FOUNT 2223B",50727,08," ",141544,535428,0,0
"COME-THOU-FOUNT 2223C",50685,08," ",168403,355836,0,0
"COME-THOU-FOUNT 2223D",50897,08," ",137134,540964,0,0
CONNALLY,42788,08," ",23944,103101,0,0
CONNALLY,46243,08," ",0,0,0,0
"CONNER 15",45251,08," ",19607,126654,0,0
"CONNER 15-10 (ALLOC-A)",56987,08," ",340835,739064,0,0
"CONNER 15-10 (ALLOC-B)",56751,08," ",408858,793769,0,0
"CONNER 15-10 (ALLOC-C)",56819,08," ",336335,646595,0,0
"CONNER 15-10 (ALLOC-D)",56813,08," ",548209,1428073,0,0
"CONNER 15-3 (ALLOC-E)",56927,08," ",392272,826084,0,0
"CONNER 15-3 (ALLOC-F)",56917,08," ",582734,1282509,0,0
"CONNER 15-3 (ALLOC-G)",56934,08," ",340725,785411,0,0
"CONNER 15-3 (ALLOC-H)",56928,08," ",690489,1514964,0,0
"CONRAD 70-82 B UNIT",62902,08," ",453455,480196,0,0
"CONROE 15-22 EAST UNIT",51391,08," ",96219,96816,0,0
"CONROE 15-22 UNIT",50123,08," ",187682,225959,0,0
COOPER,48120,08," ",24118,0,0,0
"COOPER ""94""",36541,08," ",4486,1279,0,0
COPPER,55149,08," ",225717,567718,0,0
"COPPER EE",55084,08," ",213062,652733,0,0
"CORNING 29",43813,08," ",22985,318912,0,0
"CORNING LOUDAMY -29-",34001,08," ",0,0,0,0
CORNINGSTONE,55550,08," ",230742,332349,0,0
"COSTANZA A",50483,08," ",150673,450116,0,0
"COSTANZA B",50549,08," ",50348,124921,0,0
"COSTANZA C",50628,08," ",165300,600886,0,0
"COSTANZA D",50679,08," ",52930,74555,0,0
"COSTANZA E",50635,08," ",122317,1010244,0,0
"COSTILLA LOU ANN",34187,08," ",0,0,0,0
"COSTILLA, LOU ANN",40087,08," ",5417,19265,0,0
COTTONMOUTH,55123,08," ",0,0,0,0
COTTONWOOD,43167,08," ",7935,31763,0,0
"COTTONWOOD A",43302,08," ",72,1053,0,0
"COUGAR 22",45676,08," ",1312,1467,0,0
"COUGAR A",50340,08," ",2077831,4196580,0,0
"COWBOY JOE 33-45 A",57077,08," ",727399,1898231,0,0
"COWBOY JOE 33-45 B",57067,08," ",321040,822923,0,0
"COWBOY JOE 33-45 C",57099,08," ",754053,2887331,0,0
"COWBOY JOE 33-45 D",57154,08," ",743232,2812492,0,0
"COWBOY JOE 33-45 E",57155,08," ",264252,893036,0,0
"COWBOY JOE 33-45 F",57156,08," ",819173,2426171,0,0
"COWDEN, HOUSTON -A-",29879,08," ",15,0,0,0
"COX ALEXANDER",39221,08," ",0,0,0,0
COYOTE,42978,08," ",12653,79472,0,0
CR-21,39965,08," ",1502,3667,0,0
CR-21A,41040,08," ",7546,16348,0,0
CR-21B,41724,08," ",2192,4031,0,0
"CRABTREE 19",42985,08," ",8204,34230,0,0
"CRABTREE 19A",42869,08," ",7143,34825,0,0
"CRAIG 16",43946,08," ",4982,6201,0,0
CRAVENS,39069,08," ",3934,25840,0,0
"CRAVENS 35 A",42178,08," ",59491,234250,0,0
"CRAZY CAT 41-32",50334,08," ",426608,927918,0,0
"CREIGHTON, C. W.",04425,08," ",0,0,0,0
"CREIGHTON, C. W.",27048,08," ",0,0,0,0
"CREIGHTON, C. W. (A)",27546,08," ",0,0,0,0
CRENSHAW,42699,08," ",0,0,0,0
"CROSS ELL SWD",49925,08," ",0,0,0,0
"CROSS,J.",32177,08," ",0,0,0,0
"CROWN EXPLORATION BIGBY",45687,08," ",381,0,0,0
"CURLY BILL UNIT 31-42",57049,08," ",505871,661762,0,0
"CURRIE ""31""",40505,08," ",4401,174185,0,0
CVX37,38132,08," ",1938,61099,0,0
"CYNALLEN 48",41794,08," ",16168,82621,0,0
CYPRESS,48121,08," ",29423,111978,0,0
DAGWOOD,45821,08," ",192,313,0,0
"DALLAS 20",47402,08," ",13055,73799,0,0
DARWIN,43173,08," ",682,2627,0,0
DARWIN,43745,08," ",0,0,0,0
DARWIN,44832,08," ",8407,66576,0,0
DARWIN,46084,08," ",0,0,0,0
DARWIN,51145,08," ",4417,52573,0,0
"DAVIDSON 9",38597,08," ",66,94,0,0
DAVIS,26581,08," ",8550,33708,0,0
"DAVIS 36-5 (ALLOC-A)",55331,08," ",838429,1740098,0,0
"DAVIS 36-5 (ALLOC-B)",54662,08," ",0,0,0,0
"DAVIS 36-5 (ALLOC-C)",55210,08," ",694761,1841034,0,0
"DAVIS 36-5 (ALLOC-D)",55114,08," ",256078,923745,0,0
"DAVIS 36-5 (ALLOC-E)",55107,08," ",291882,767793,0,0
"DAVIS 36-5 (ALLOC-F)",55803,08," ",581003,1769700,0,0
"DAVIS 36-5 (ALLOC-G)",55804,08," ",307453,470383,0,0
"DAVIS 36-5 (ALLOC-H)",55889,08," ",578415,1482580,0,0
"DAVIS, EMMA F ESTATE -A-",25929,08," ",0,0,0,0
"DAVIS, EMMA F.",02901,08," ",8530,0,0,0
"DAVIS, J. P. HEIRS -B-",02898,08," ",9,0,0,0
"DAVIS, J. W. -B-",02902,08," ",111256,0,0,0
"DAVIS, J.W. -B-",52796,08," ",8109,0,0,0
"DAVIS, JOHN W.",02912,08," ",23841,19618,0,0
"DAWSON 6",46036,08," ",5425,57836,0,0
"DB HUGHES",52356,08," ",0,0,0,0
"DEACON JIM UNIT 6-7",52287,08," ",1334882,2694044,0,0
"DEATS 8",39940,08," ",9725,83685,0,0
"DELBERT DONELSON 2",44233,08," ",3126,37793,0,0
"DELPHIN SWD",51152,08," ",0,0,0,0
DEMETRA,38762,08," ",189,0,0,0
"DEMON DEACON 22-25 A",59709,08," ",544526,2511102,0,0
"DEMON DEACON 22-25 B",59710,08," ",529074,2837872,0,0
"DEMON DEACON 22-25 C",59718,08," ",386084,1555418,0,0
"DEMON DEACON 22-25 D",59719,08," ",809183,2939286,0,0
"DEMON DEACON 22-25 E",59721,08," ",502994,1934780,0,0
"DENALI 48E",57701,08," ",473780,1495718,0,0
"DENALI 48F",58042,08," ",209806,730936,0,0
"DENALI 48G",58043,08," ",412519,1524155,0,0
"DENALI 48X",57907,08," ",561846,1771696,0,0
"DENMAN -A-",02873,08," ",8407,0,0,0
"DENMAN -A--JONES",16702,08," ",10444,0,0,0
"DENMAN -B-",02874,08," ",41840,0,0,0
"DENMAN -C-",02875,08," ",4077,0,0,0
"DENMAN -D-",02876,08," ",4256,0,0,0
"DENMAN -E-",02877,08," ",4157,0,0,0
"DENMAN -F-",02878,08," ",5775,0,0,0
"DENMAN -G-",02879,08," ",9037,0,0,0
"DENMAN -H-",02880,08," ",11261,0,0,0
"DENMAN -J-",02881,08," ",6449,0,0,0
"DENMAN -K-",02882,08," ",6779,0,0,0
"DENMAN /CLARK/",02870,08," ",4509,0,0,0
"DENMAN, L. C.",02864,08," ",42269,0,0,0
"DENMAN, L. C.",02918,08," ",1760,0,0,0
"DENMAN, L. C. -B-",02904,08," ",34149,0,0,0
"DENMAN, L. C. -B-",02919,08," ",17800,0,0,0
"DENMAN, L. C., -A-",02903,08," ",16169,0,0,0
"DENNIS 5",44825,08," ",1304,9667,0,0
DENTON,30412,08," ",0,0,0,0
DENTON,31390,08," ",0,0,0,0
DENTON,48238,08," ",22156,59678,0,0
"DENTON '45'",43481,08," ",2301,5170,0,0
"DENTON 46",46179,08," ",26117,119721,0,0
"DENTON, DONALD",50411,08," ",3412,8830,0,0
"DESERT WILLOW",55750,08," ",871602,2739549,0,0
"DESERT WILLOW E",55948,08," ",134189,416882,0,0
"DESERT WILLOW EE",56077,08," ",243881,548754,0,0
"DESERT WILLOW F",56051,08," ",1080182,2406241,0,0
"DESERT WILLOW G",56073,08," ",622515,831576,0,0
"DEVANEY ""6""",36230,08," ",2298,35445,0,0
"DEVANEY UNIT ""6""",36262,08," ",2121,46964,0,0
"DEXTER SWD",63467,08," ",0,0,0,0
"DIAMONDBACK-COUNTY LINE SWD",49534,08," ",0,0,0,0
DIAMONDBACK-SMITH,52355,08," ",0,0,0,0
"DIAMONDBACK-SMITH SWD",48842,08," ",0,0,0,0
DILLARD,198208,08," 1",0,0,22227,1650
DILLARD,37099,08," ",0,0,0,0
DILLARD,54402,08," ",15,0,0,0
"DILLARD 6",41630,08," ",3671,10669,0,0
"DIREWOLF UNIT 16-28",62989,08," ",902802,1616740,0,0
"DIRT ROAD",47306,08," ",17770,179741,0,0
"DO RIGHT",37406,08," ",0,0,0,0
"DOBBY 43D",58888,08," ",169269,551532,0,0
"DOBBY 43E",59169,08," ",377773,709843,0,0
"DOBBY 43F",59170,08," ",549127,1304685,0,0
"DOBBY 43G",59171,08," ",402318,1199230,0,0
"DOBBY 43X",59179,08," ",340429,612179,0,0
DODGE,02883,08," ",61009,0,0,0
"DODGE ESTATE",02913,08," ",41760,0,0,0
"DODGE, G. M.",02909,08," ",314800,2258,0,0
"DODGE, GRANVILLE M., EST.",02905,08," ",679863,0,0,0
"DODGE, GRANVILLE M., EST.",52980,08," ",10498,0,0,0
"DODGER 33-28",50526,08," ",492646,593113,0,0
"DOLORES WOLF 41-44 A UNIT",62585,08," ",237420,230150,0,0
DONELSON,41182,08," ",4220,140931,0,0
"DONELSON ""A""",41607,08," ",1924,12497,0,0
"DONELSON ""B""",42131,08," ",7534,46854,0,0
"DONELSON 2",44025,08," ",1922,20914,0,0
"DONELSON 48",43452,08," ",5941,63979,0,0
"DONELSON 48A",45468,08," ",0,0,0,0
"DONOVAN 29-52 A UNIT",58460,08," ",1127187,1653336,0,0
"DONOVAN 29-52 B UNIT",59226,08," ",914839,1353020,0,0
"DORIS CHALK -A-",48048,08," ",4076,0,0,0
"DORIS CHALK -B-",48045,08," ",4,0,0,0
"DORIS CHALK -C-",48049,08," ",2798,0,0,0
"DOROTHY CARLTON 46-30 A UNIT",58084,08," ",1200485,1688136,0,0
"DORSEY, GRADY",09823,08," ",0,0,0,0
DOSIER,63376,8A," ",9387,55,0,0
"DOSSETT UNIT",40001,08," ",2,0,0,0
"DOUGLASS 20",45174,08," ",12466,129492,0,0
DOUTHIT,41225,08," ",34804,11258,0,0
DOUTHIT,48009,08," ",16057,24,0,0
"DOUTHIT ""115""",42231,08," ",0,0,0,0
"DOUTHIT -A- MWJ",42251,08," ",1991,24,0,0
"DOUTHIT -A- UNIT",48147,08," ",158,16,0,0
"DOUTHIT -B-",12089,08," ",0,0,0,0
"DOUTHIT A",48151,08," ",5,0,0,0
"DOUTHIT G",48152,08," ",7,0,0,0
"DOUTHIT UNIT",41269,08," ",3618,0,0,0
"DOUTHIT, E. W. -A-",42228,08," ",28364,0,0,0
"DOUTHIT, E. W. -A- DE",41276,08," ",18743,0,0,0
"DOUTHIT, E. W. -B-",42229,08," ",30520,0,0,0
"DOUTHIT, E. W. -B- DE",41056,08," ",43093,0,0,0
"DOUTHIT, E. W. -C-",42230,08," ",0,0,0,0
"DOUTHIT, E. W. -C- DE",41057,08," ",54241,0,0,0
"DOUTHIT, E. W. -M-",41273,08," ",24,0,0,0
"DOUTHIT, E. W. -N-",41274,08," ",6296,0,0,0
"DOUTHIT, E. W. DE",41277,08," ",65021,0,0,0
"DOUTHIT, E. W., ETUX",48146,08," ",2234,24,0,0
"DOUTHIT, MARY E.",48145,08," ",180,24,0,0
"DOUTHIT-B 1",41234,08," ",90278,15367,0,0
DOUTHITT,48128,08," ",0,0,0,0
DUKE,51011,08," ",921919,3181663,0,0
DUNBAR,29968,08," ",0,0,0,0
DUNBAR,44520,08," ",149,462,0,0
"DUNCAN 17",45938,08," ",6259,37282,0,0
"DUNCAN 9",40757,08," ",7720,49714,0,0
"DUNKIN UNIT",55236,08," ",1655370,3455344,0,0
"DUNKIN UNIT A1",55235,08," ",395501,613190,0,0
"DUNKIN UNIT A2",59164,08," ",227630,616496,0,0
DUSTY,52330,08," ",208751,299622,0,0
"EASON UNIT",21190,08," ",6165,21409,0,0
"EASON, S. T.",41235,08," ",251608,4366,0,0
"EASON, S. T.-A-",41236,08," ",0,0,0,0
"EAST 350 SWD",60764,08," ",0,0,0,0
"EAST DONELSON",44693,08," ",7988,57188,0,0
"EAST VEALMOOR DISPOSAL UNIT 3",37372,08," ",0,0,0,0
"EAST VEALMOOR DISPOSAL UNIT NO.2",35967,08," ",0,0,0,0
"EAST VEALMOOR DISPOSL UNIT NO.1",35982,08," ",0,0,0,0
"EAST VEALMOOR UNIT",24991,08," ",108961,147992,0,0
"EASTER 5",45445,08," ",2242,844,0,0
EASTLAND,40253,08," ",0,0,0,0
"EASTLAND 15",46625,08," ",78612,108812,0,0
"EASTLAND 15",51117,08," ",0,0,0,0
"EASTLAND BIG DADDY A",58441,08," ",756707,1432019,0,0
"EASTLAND BIG DADDY B",58443,08," ",387997,875391,0,0
"EASTLAND BIG DADDY C",58442,08," ",260211,405597,0,0
"EASTLAND BIG DADDY D",58444,08," ",302572,419692,0,0
"ECHOLS, CORA LEE C",26017,08," ",1446,98,0,0
"ECHOLS, CORA LEE, MRS., -A-",02914,08," ",58020,21496,0,0
"ECHOLS, CORA LEE, MRS., -B-",02915,08," ",24069,14682,0,0
"ECHOLS, MRS. CORA LEE -B-",26551,08," ",6556,1998,0,0
"EDENS 4",39775,08," ",1589,0,0,0
"EDWARD SIMPSON",27697,08," ",0,0,0,0
EDWARDS,43825,08," ",0,0,0,0
"EDWARDS, LARIO",28366,08," ",0,0,0,0
"EDWARDS, M. M.",11089,08," ",20417,0,0,0
"EDWARDS, M. M.",12536,08," ",40204,0,0,0
"EDWARDS, M. M. -F-",25803,08," ",1713,0,0,0
"EDWARDS, M. M. -F-",31630,08," ",0,0,0,0
"EDWARDS, M. M. H",31751,08," ",5466,0,0,0
"EDWARDS, M. M., -D-",15155,08," ",910,0,0,0
"EDWARDS, M. M.-B-",14881,08," ",0,0,0,0
"EDWARDS, M. M.-G-",26042,08," ",0,0,0,0
"EDWARDS, M.M.",24542,08," ",0,0,0,0
"EDWARDS, M.M. ""A""",23327,08," ",2546,0,0,0
"EDWARDS, M.M. -C-",25177,08," ",4362,0,0,0
"EL GUAPO 2-47 A",47910,08," ",91837,213541,0,0
"EL PASO 15",47398,08," ",5661,40315,0,0
"EL REY 16-28",64745,08," ",0,0,0,0
"EL REY 28-16",62721,08," ",835404,485919,0,0
"ELBERT LONG 18",41068,08," ",3332,20269,0,0
"ELECTRIC UNIT A 23-22",59260,08," ",1508195,2531751,0,0
"ELECTRIC UNIT B 23-22",58885,08," ",1246390,2194039,0,0
ELLIOT-JOHNSON,38283,08," ",0,0,0,0
"ELLIOTT 31",299697,08," 7",0,0,7114,0
"ELLIOTT 31",44786,08," ",27039,161825,0,0
"ELROD STEWART 10",40578,08," ",26193,107826,0,0
"ELROD UNIT 10",42688,08," ",19520,197369,0,0
ELROD-ANTELL,50006,08," ",0,0,0,0
"ELROD-ANTELL UNIT A 11-02",47120,08," ",782500,4084353,0,0
"ELROD-ANTELL UNIT B 11-02",46294,08," ",886306,3892522,0,0
"ENGLE 43",44782,08," ",712,0,0,0
"ENGLE SWD",57081,08," ",0,0,0,0
"ENGLE UNIT A 43-54",56530,08," ",796397,1381104,0,0
"ENGLE UNIT B 43-54",57357,08," ",907361,1505294,0,0
"ESCARPMENT OAK",55382,08," ",468952,1251536,0,0
"ESCO HAMLIN UNIT 20-17",49120,08," ",1290691,6001704,0,0
"ETHERIDGE 29",44941,08," ",7796,53233,0,0
"ETHRIDGE 08",47426,08," ",6261,7734,0,0
"EUNICE, HOMAN",45919,08," ",9074,38665,0,0
"EVANS 3",34780,08," ",0,0,0,0
"EVANS-ANTELL UNIT B 46-03",48760,08," ",1694279,8055972,0,0
"EVEREST 24A",62192,08," ",949512,1695165,0,0
"EVEREST 24B",62633,08," ",424254,951778,0,0
"EVEREST 24C",62025,08," ",313743,1000672,0,0
"EVERGLADE 17C",62486,08," ",119705,219298,0,0
"EVERGLADE 17D",62630,08," ",156029,357728,0,0
"EVERGLADE 17E",62487,08," ",281083,620436,0,0
"EVERGLADE 17F",62805,08," ",136107,292137,0,0
"EVERGLADE 17FF",62836,08," ",131115,186677,0,0
"EVES NEEDLE",58542,08," ",0,0,0,0
"EXTENDOLERO XL6 5-8-17",61816,08," ",161996,360666,0,0
"EZELL 35",46720,08," ",7387,22445,0,0
"FALKOR 4-8 A",48140,08," ",76991,642458,0,0
"FALKOR A",57368,08," ",297161,679229,0,0
"FALKOR B",57369,08," ",342247,664606,0,0
"FALKOR C",57370,08," ",338127,776536,0,0
"FALKOR D",57367,08," ",502788,961266,0,0
"FAMBROUGH, H. G.",39708,08," ",824,49,0,0
"FAMILY TRUCKSTER",48082,08," ",0,0,0,0
FANTANA,55579,08," ",258707,226317,0,0
"FAR COUNTRY 12-13-24",53798,08," ",229211,489560,0,0
"FAR EAST 1-12",56066,08," ",1306357,1412358,0,0
"FARVA A",50291,08," ",1066097,1896222,0,0
"FARVA B",50284,08," ",1109501,1832951,0,0
FAUDREE,54357,08," ",0,0,0,0
FEE,24198,08," ",0,0,0,0
FENDER,64206,08," ",504012,1061896,0,0
"FENDER 05A",63698,08," ",211721,433610,0,0
"FENDER 05C",63992,08," ",189449,324468,0,0
"FENDER E",64280,08," ",551740,1209713,0,0
"FENDER F",64494,08," ",575519,918013,0,0
"FENDER G",64266,08," ",101400,217861,0,0
"FEZZIK A",49812,08," ",1496052,3871940,0,0
"FEZZIK B",50770,08," ",1174957,2332704,0,0
"FGR UNIT 27",49186,08," ",234639,707173,0,0
"FINCKE 11",42799,08," ",20611,57531,0,0
"FIRE BARREL",61368,08," ",0,0,0,0
"FIRE EYES 47-38",49861,08," ",1624241,2681441,0,0
"FIRECREEK 54-1-12",52344,08," ",113673,380817,0,0
"FIRESTORM 54-1-12-13-24 AL1",59548,08," ",127230,276574,0,0
"FIRESTORM 54-1-12-13-24 AL2",59549,08," ",152826,262673,0,0
"FIRESTORM 54-1-12-13-24 AL3",58426,08," ",183660,321880,0,0
"FIRESTORM 54-1-12-13-24 AL4",59550,08," ",179201,295679,0,0
"FIRESTORM 54-1-12-13-24 AL5",59551,08," ",184495,280492,0,0
"FIRESTORM 54-1-12-13-24 AL6",59552,08," ",206132,316173,0,0
"FLACHE 34-39 A UNIT",56361,08," ",698416,616224,0,0
"FLAMING STAR 02-11",52204,08," ",1279839,2948108,0,0
FLANAGAN,24572,08," ",0,0,0,0
"FLANAGAN -A-",26729,08," ",1427,19642,0,0
"FLANAGAN -A-",295099,08," 1",0,0,493,0
"FLANAGAN -B-",26937,08," ",2398,918,0,0
"FLANAGAN -B-",50219,08," ",2768,0,0,0
"FLANAGAN 13",47650,08," ",45529,564893,0,0
"FLANAGAN A UNIT",48080,08," ",14548,112935,0,0
"FLANAGAN B UNIT",48415,08," ",15691,73772,0,0
"FLASH WEST A 29-20",62195,08," ",144447,192332,0,0
"FLASH WEST B 29-20",62054,08," ",133590,204244,0,0
"FLASH WEST D 29-20",62046,08," ",141258,257007,0,0
"FLASH WEST F 29-20",62075,08," ",138862,193586,0,0
"FLASH WEST G 29-20",62076,08," ",161439,187559,0,0
"FLEABAG 44-53 B UNIT",57591,08," ",786883,1071111,0,0
FLEEMAN,31888,08," ",727,0,0,0
"FLEEMAN 51-9 B UNIT",57880,08," ",1157339,1493022,0,0
FLENDERSON,52954,08," ",2574028,9899476,0,0
FLETCH,48978,08," ",0,0,0,0
"FLETCH A",49909,08," ",102398,1059159,0,0
"FLETCH B",51254,08," ",422450,1216606,0,0
"FLINT ROCK",62731,08," ",0,0,0,0
FLUOR,41815,08," ",0,0,0,0
"FOREVER 21-16",56080,08," ",72834,36345,0,0
"FORLORN COWBOY 14-23",56564,08," ",354787,557998,0,0
"FORMULA ONE 9-16-21",56310,08," ",1283276,3342257,0,0
"FORT KNOX 11-2",56588,08," ",816424,3016922,0,0
"FORT KNOX 11-2-58EX",57296,08," ",211225,475973,0,0
"FORT KNOX 11-2-58X",57329,08," ",174993,640504,0,0
"FORT WORTH 22",47400,08," ",7341,250853,0,0
"FORTRESS OF SOLITUDE 16-9-4",57613,08," ",2100392,5135127,0,0
"FORTY CALIBER 20-17",55927,08," ",15984,27310,0,0
"FOSS 14",46252,08," ",3789,23109,0,0
"FOSTER, W. L.",02926,08," ",11035,0,0,0
"FOSTER, W. L.",13513,08," ",0,0,0,0
"FOSTER, W. L. #1",02910,08," ",49376,0,0,0
"FOSTER, W. L. #5",02911,08," ",10018,18,0,0
"FOSTER, W. L. -A-",02931,08," ",0,0,0,0
"FOSTER, W. L. -B-",02932,08," ",0,0,0,0
"FRANCES GUNN",42207,08," ",22523,45161,0,0
"FRANCES GUNN A",40701,08," ",34897,84334,0,0
"FRANCES GUNN B",43483,08," ",30013,46068,0,0
"FRANCES GUNN C",44370,08," ",11575,26300,0,0
FRANKE,53620,08," ",0,0,0,0
"FRANKLIN 8",35177,08," ",0,0,0,0
"FRANKLIN, ARTHUR",27269,08," ",181,0,0,0
"FRANKLIN, ARTHUR -A-",28245,08," ",1107,0,0,0
"FRAZIER STALLINGS A UNIT",50550,08," ",101766,182961,0,0
"FRAZIER STALLINGS B UNIT",50551,08," ",111343,167332,0,0
"FRAZIER, NELL",25036,08," ",383,0,0,0
"FRAZIER, NELL ESTATE",26414,08," ",150,0,0,0
"FRAZIER, NELL ESTATE -A-",27461,08," ",88,0,0,0
"FRAZIER, NELL ESTATE -B-",27616,08," ",14,0,0,0
"FRAZIER, NELL ESTATE -C-",28242,08," ",164,0,0,0
"FREE 32",41478,08," ",172584,2316311,0,0
"FREE 32 SWD",41850,08," ",0,0,0,0
"FREE 40",39521,08," ",22223,68069,0,0
"FREE BURGER",52593,08," ",0,0,0,0
FRYAR,43916,08," ",11984,48523,0,0
"FRYAR -37-",43949,08," ",20401,12648,0,0
"FRYAR -37-",44353,08," ",20234,10354,0,0
"FRYAR -37-",56070,08," ",63450,484,0,0
"FRYAR 1",43781,08," ",1271,3335,0,0
"FRYAR 11",41437,08," ",28349,137634,0,0
"FRYAR 17",43951,08," ",5964,33573,0,0
"FRYAR 18",43974,08," ",7319,18681,0,0
"FRYAR 19",44307,08," ",24793,56061,0,0
"FRYAR 2",42339,08," ",15438,9855,0,0
"FRYAR 3S",57093,08," ",0,0,0,0
"FRYAR 4",39848,08," ",9799,50196,0,0
"FRYAR 4 UNIT",43589,08," ",0,0,0,0
"FRYAR 44",43817,08," ",0,0,0,0
"FRYAR 5",40584,08," ",8955,108077,0,0
"FRYAR DONELSON A",47622,08," ",116758,186950,0,0
"FRYAR UNIT A 13-12",46957,08," ",779115,3909130,0,0
"FRYAR UNIT B 13-12",47174,08," ",358841,2863024,0,0
"FRYAR, CLAUD",27056,08," ",484,0,0,0
FULLER,20736,08," ",57617,18871,0,0
"FULLER A",48660,08," ",85506,674355,0,0
"FULLER B",48461,08," ",77702,676721,0,0
"FULLER C",48674,08," ",84619,723828,0,0
"FULLER D",48478,08," ",80208,800603,0,0
"FULLER E",49905,08," ",245507,1532614,0,0
"FULLER F",49978,08," ",164183,1181808,0,0
"FURRH 5",53267,08," ",53741,339682,0,0
"FURRH, W. K.",39982,08," ",3057,22751,0,0
GALVESTON,49260,08," ",0,0,0,0
GAMORA,58532,08," ",1108692,4963668,0,0
"GAMORA 3525SP",58565,08," ",309624,1095833,0,0
"GAMORA 3543DP",58633,08," ",362304,1218510,0,0
