"Search Criteria: "

"Initial View: County"
"Well Type: Both"
"County Name: REEVES"
"Date Range: Jan 2020 - Mar 2026"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"PECAN STATE SWD 36",62563,08," ",0,0,0,0
"PECAN STATE UNIT",47292,08," ",2989948,3963853,0,0
"PECK STATE 258",43213,08," ",67820,82180,0,0
"PECOS BILL 203",41175,08," ",214,65,0,0
"PECOS BILL STATE 204-203 UNIT A",54116,08," ",1738870,5543970,0,0
"PECOS BILL STATE 204-203 UNIT B",54117,08," ",1245124,3127457,0,0
"PECOS BRINE",48767,08," ",0,0,0,0
"PECOS SOUTH 869 SWD",45088,08," ",0,0,0,0
"PECOS SOUTHEAST SWD",42553,08," ",0,0,0,0
"PECOS SWD",41800,08," ",0,0,0,0
"PECOS SWD",62007,08," ",0,0,0,0
"PECOS SWD 4-31",42152,08," ",0,0,0,0
"PECOS SWD C18-24",42142,08," ",0,0,0,0
"PECOS UNIT",251508,08," 2",0,0,3775,0
"PEDERNALES 292-293E",49648,08," ",143652,356106,0,0
"PEDERNALES 293",49849,08," ",132769,397394,0,0
"PEDRO STATE 9",285322,08," 1",0,0,0,0
"PELICAN RANCH",265856,08," 2",0,0,0,0
"PELICAN RANCH STATE",227157,08," 1H",0,0,45252,0
"PEPPADEW STATE 243-244 UNIT A",51020,08," ",28408,59461,0,0
"PEPPADEW STATE 243-244 UNIT A-1",51155,08," ",121930,175299,0,0
"PEPPADEW STATE 243-244 UNIT B",52188,08," ",13168,6413,0,0
"PEPPADEW STATE 243-244 UNIT B-1",52202,08," ",84631,163168,0,0
"PERCH EAST UNIT 57-1-27-15",295153,08," 15H",0,0,2855686,539728
"PERCH EAST UNIT 57-1-27-15",295154,08," 16H",0,0,3075965,605927
"PERCH WEST UNIT 57-1-27-15",293371,08," 11H",0,0,2618046,549389
"PERCH WEST UNIT 57-1-27-15",293373,08," 13H",0,0,3011529,604264
"PERCH WEST UNIT 57-1-27-15",293378,08," 14H",0,0,3344777,631938
"PERCH WEST UNIT 57-1-27-15",293418,08," 12H",0,0,2828104,592749
"PERCHERON 46-45 A",52533,08," ",320245,3127110,0,0
"PERCHERON 46-45 B",52432,08," ",261979,2352750,0,0
"PERCHERON 46-45 C",53573,08," ",357537,2950671,0,0
"PERCHERON 46-45 D",53467,08," ",362276,2755329,0,0
"PEREGRINE 27",43225,08," ",7281,610,0,0
"PEREGRINE 27",54998,08," ",131964,890606,0,0
PERKINS,32761,08," ",0,0,0,0
"PERKINS -F-",27167,08," ",90484,225720,0,0
"PERKINS -F-",56589,08," ",170245,716287,0,0
"PERKINS 2-1S",53506,08," ",244248,1164651,0,0
"PERKINS 2-2S",290752,08," 81H",0,0,1098718,181967
"PERKINS 2-2S",53296,08," ",0,0,0,0
"PERKINS 2-3S",290780,08," 32H",0,0,754943,138592
"PERKINS 2-3S",53284,08," ",0,0,0,0
"PERKINS 2-4S",290775,08," 12H",0,0,1078365,217183
"PERKINS 2-4S",53286,08," ",0,0,0,0
"PERKINS, D. E. ET AL",27687,08," ",7781,20887,0,0
PERMIAN,32779,08," ",0,0,0,0
"PERRY STATE 1",42012,08," ",25356,34747,0,0
"PERRY STATE 204",40606,08," ",63661,70769,0,0
"PERRY STATE 264",40371,08," ",68327,90105,0,0
"PERRY STATE 40",40368,08," ",29660,41505,0,0
"PERRY STATE 51-6",40412,08," ",53165,74110,0,0
"PERRY STATE B 18",41533,08," ",74186,116481,0,0
"PERRY STATE C 7",42892,08," ",39926,46714,0,0
"PERRY STATE D",42326,08," ",151525,192878,0,0
"PERRY SWD",40719,08," ",0,0,0,0
"PETERSBURG 54-4-17",283259,08," 1H",0,0,770943,191572
"PETERSBURG STATE 17-28A-54-4",291530,08," 401H",0,0,1904136,465157
"PETERSBURG STATE 17-28B-54-4",291603,08," 411H",0,0,1188832,281381
"PETERSBURG STATE 17-28C-54-4",291531,08," 431H",0,0,2419525,436416
"PETERSBURG STATE 17-28D-54-4",293961,08," 412H",0,0,885848,198554
"PETERSBURG STATE 17-28E-54-4",293966,08," 402H",0,0,942570,213090
"PETERSBURG STATE 17-28F-54-4",294002,08," 432H",0,0,1418907,300778
PETREY,254656,08," 107H",0,0,863334,0
"PHANTOM-BURKHOLDER UNIT",44758,08," ",21436,33058,0,0
"PHANTOM-BURKHOLDER UNIT",56915,08," ",36106,72199,0,0
"PHAR LAP SWD",59959,08," ",0,0,0,0
"PHILLIPS -66-",32571,08," ",0,0,0,0
"PHILLIPS -66- D",34184,08," ",0,0,0,0
"PHILLIPS 66 3A",33149,08," ",0,0,0,0
"PHOENIX 56-2-31 UNIT",283364,08," 1H",0,0,756798,163460
"PHOENIX A UNIT",49544,08," ",96130,912273,0,0
"PHOENIX B UNIT",49300,08," ",178134,773946,0,0
"PHOENIX STATE 10",42818,08," ",0,0,0,0
"PHOENIX UNIT",48099,08," ",122923,798055,0,0
"PICKPOCKET 21",287709,08," 3H",0,0,1504011,98613
"PICKPOCKET 21",287943,08," 2H",0,0,1195273,115431
"PICKPOCKET 21",289068,08," 1H",0,0,1024946,90223
"PICKPOCKET 21",290166,08," 4H",0,0,710132,59288
"PICKPOCKET 21",50447,08," ",0,0,0,0
PIERCE,19121,08," ",352,0,0,0
"PIKE PLACE 57-2-15",283097,08," 1H",0,0,871842,215719
"PINE STATE",285180,08," 101CH",0,0,1481498,0
"PINE STATE",286709,08," 104BH",0,0,8157466,0
"PINE STATE",286710,08," 102BH",0,0,6641596,0
"PINE STATE",286762,08," 103BH",0,0,0,0
"PINE STATE",288110,08," 108AH",0,0,6295769,0
"PINK 42 UNIT",52211,08," ",163878,302852,0,0
"PINK FLOYD A UNIT",52398,08," ",890174,2001898,0,0
"PINK FLOYD B UNIT",52369,08," ",639949,1483545,0,0
"PINTO 2 UNIT",53759,08," ",353635,1453376,0,0
"PINTO 2-11 UNIT C",60920,08," ",143331,1238099,0,0
"PINTO 2-11 UNIT D",60919,08," ",0,0,0,0
"PINTO 2-11 UNIT F",62185,08," ",106397,1037030,0,0
"PIPELINE STATE UNIT",297810,08," 753H",0,0,2445584,91518
"PIPELINE STATE UNIT",297811,08," 732H",0,0,1575080,148108
"PIPELINE STATE UNIT",297952,08," 731H",0,0,1428541,135056
"PIPELINE STATE UNIT",297953,08," 751H",0,0,2665813,109790
"PIPELINE STATE UNIT",297954,08," 752H",0,0,1123848,38456
"PIPELINE STATE UNIT 58 10-03",287596,08," 1H",0,0,1142810,111142
"PIPER STATE 54-14",46665,08," ",30095,462948,0,0
PIPEWORKS,283902,08," B 05H",0,0,1950306,151255
PIPEWORKS,283903,08," L 06H",0,0,1608394,165339
"PIRANHA 6",54050,08," ",0,0,0,0
"PISTOL C18-24",284260,08," 1H",0,0,1262744,111539
"PISTOLA 186",40923,08," ",30340,69482,0,0
"PIVOT 21602 34",284476,08," 2H",0,0,517294,90587
"PIVOT 21602 34",284477,08," 5H",0,0,362738,63251
"PIVOT 21602 34",284664,08," 3H",0,0,627582,160724
"PIVOT 21602 34",284852,08," 4H",0,0,546419,157809
"PIVOT 21602 34",296698,08," 10H",0,0,453766,123307
"PIVOT 21602 34",296701,08," 6H",0,0,288495,84631
"PIVOT 21602 34",297841,08," 7H",0,0,585449,127887
"PIVOT 21602 34",49327,08," ",115245,449309,0,0
"PIVOT 21602 34 SWD",49539,08," ",0,0,0,0
"PLATTER, WAPLES",33125,08," ",0,0,0,0
"POCONO 65",284074,08," 1H",0,0,48251,5718
"POCONO 65",294933,08," 7H",0,0,0,0
"POCONO 65",295024,08," 2LA",0,0,1186257,156670
"POCONO 65",295025,08," 6H",0,0,1061033,113635
"POCONO 65",295026,08," 11UA",0,0,2090655,413729
"POCONO 65",295078,08," 3LA",0,0,566071,100612
"POCONO 65",295089,08," 10UA",0,0,1146975,115820
"POCONO WEST A2",296737,08," 1LA",0,0,0,0
"POCONO WEST A2",296738,08," 5H",0,0,2976604,136801
"POCONO WEST A3",296739,08," 7CH",0,0,2328655,187176
"POCONO WEST A3",296743,08," 9UA",0,0,0,0
"POCONO WEST A4",296775,08," 6H",0,0,2941790,213392
"POCONO WEST A4",296777,08," 2LA",0,0,0,0
"POCONO WEST A5",296776,08," 10UA",0,0,1435477,186514
"POCONO WEST A6",297057,08," 3LA",0,0,1192738,112335
"POGO MOSBACHER STATE 57-T2-4",45548,08," ",293131,1150378,0,0
"POLO GROUNDS 150",40417,08," ",10194,6029,0,0
"POLO GROUNDS UNIT 150-149",49599,08," ",1100611,2560201,0,0
"PONDEROSA STATE 25",42399,08," ",11012,17166,0,0
"PONY DEAL UNIT A 12",46126,08," ",267856,474099,0,0
"POP 4-59 60",284518,08," 1H",0,0,3514169,115276
"POP B 4-59 60",286840,08," 2H",0,0,1501853,178480
"POP C 4-59 60",286841,08," 3H",0,0,1912819,249372
"POP D 4-59 60",287403,08," U 31H",0,0,2801613,156184
"POP E 4-59 60",287315,08," B 32H",0,0,1549563,158545
"POPPY STATE",46469,08," ",88301,244352,0,0
"POPPY STATE A UNIT",47329,08," ",118768,241112,0,0
"POSEIDON SWD",51112,08," ",0,0,0,0
"POULTER GAS UNIT",070774,08," 1-L",0,0,2350,129
"POULTER OIL UNIT # 1U",36366,08," ",0,0,0,0
"POUTINE UNIT 57-330E",53895,08," ",789065,1926171,0,0
"POUTINE UNIT 57-330W",53719,08," ",723889,1275678,0,0
"POWDER KEG A",287316,08," U 05H",0,0,2206495,120497
"POWDER KEG C",286641,08," U 49H",0,0,1458370,57766
"POWDERED DONUT STATE B",291180,08," T 15H",0,0,3271172,272549
"POWDERED DONUT STATE C",291081,08," C 13H",0,0,3120171,296686
"POWDERED DONUT STATE D",293383,08," U 27H",0,0,2808654,326802
"POWDERED DONUT STATE D",56565,08," ",0,0,0,0
"POWDERED DONUT STATE E",293416,08," T 35H",0,0,4116599,289169
"POWDERED DONUT STATE G",293346,08," C 28H",0,0,3292928,235530
"POWDERED DONUT STATE H",293426,08," C 41H",0,0,2998718,216607
"POWDERHORN UNIT",58254,08," ",900259,1647455,0,0
"POWERS STATE UNIT 2-37",279292,08," 1H",0,0,1212737,159080
"POWERS SWD",51517,08," ",0,0,0,0
"PRAIRIE FLOWER UNIT",49956,08," ",506297,3055210,0,0
"PREAKNESS SWD",43897,08," ",0,0,0,0
"PREDATOR EAST",51960,08," ",390805,2347577,0,0
"PREDATOR WEST",54171,08," ",368387,1672543,0,0
"PREDATOR WEST A",52753,08," ",119450,463456,0,0
"PRESTIGE WORLDWIDE STATE",290778,08," 451H",0,0,4330141,689354
"PRESTIGE WORLDWIDE STATE B",290876,08," 431H",0,0,3904930,756580
"PRESTIGE WORLDWIDE STATE C",290779,08," 432H",0,0,3857624,746855
"PRESTIGE WORLDWIDE SWD",54079,08," ",0,0,0,0
PREWIT,50253,08," ",412273,2331270,0,0
"PRIEST -E-",27230,08," ",156740,488445,0,0
"PRIEST E",47135,08," ",52145,144540,0,0
"PRIEST STATE UNIT",300240,08," 333H",0,0,948346,123123
"PRIEST STATE UNIT",300283,08," 334H",0,0,697793,131552
"PRIEST STATE UNIT",300443,08," 1H",0,0,7297,2483
"PRIEST STATE UNIT",62794,08," ",180156,763866,0,0
"PRIEST STATE UNIT",64022,08," ",78319,389969,0,0
"PRINCETON STATE 25",43567,08," ",4306,8411,0,0
"PRITCHETT STATE C19-22",287520,08," 1H",0,0,1863483,114288
"PRONGHORN SWD",52414,08," ",0,0,0,0
"PRYOR 2-13 UNIT",285431,08," 1H",0,0,811621,197927
"PSL STATE",43598,08," ",0,0,0,0
"PUFF ADDER 16",50094,08," ",0,0,0,0
"PUMPERS PARADISE 10",283357,08," 2H",0,0,563235,116838
"PUMPERS PARADISE 10",283720,08," 3H",0,0,3280265,162800
"PWW STATE D",297388,08," 401DH",0,0,2293148,620
"PWW STATE E",297394,08," 401CH",0,0,4249676,199905
"PWW STATE F",297385,08," 402CH",0,0,4718854,238908
PYTHIAN,289384,08," 2",0,0,12639,730
PYTHIAN,289408,08," 1",0,0,1602,72
"PYTHIAN 10 SWD",48025,08," ",0,0,0,0
"PYTHIAN 6",45993,08," ",738,2977,0,0
"PYTHIAN UNIT A 10-3",276071,08," 1H",0,0,619436,20487
"PYTHIAN-OATMAN UNIT",281681,08," 1H",0,0,1,1
"QUANTUM 67 UNIT",290322,08," 1H",0,0,2527244,414106
"QUANTUM 67 UNIT",53575,08," ",0,0,0,0
"QUARTERBACK STATE UNIT 3-4",301451,08," 801H",0,0,4857532,369334
"QUARTERBACK STATE UNIT 3-4",301499,08," 601H",0,0,0,0
"QUARTERBACK STATE UNIT 3-4",301501,08," 701H",0,0,1897653,90947
"QUARTERBACK STATE UNIT 3-4",301503,08," 7701H",0,0,1502767,157413
"QUARTERBACK STATE UNIT 3-4",301637,08," 603H",0,0,2478827,496790
"QUARTERBACK STATE UNIT 3-4",49364,08," ",0,0,0,0
"QUEEN BEE BS",46886,08," ",0,0,0,0
"QUEEN CITY",284491,08," 0302BH",0,0,1896073,88781
"QUIGLEY 26",300291,08," 2661",0,0,1742509,144941
"QUIGLEY 26",48110,08," ",0,0,0,0
QUINN,206266,08," 106R",0,0,0,0
QUINN,217188,08," 106H",0,0,0,0
"QUINN '15'",46690,08," ",10348,6317,0,0
"QUINN 6",283361,08," 1H",0,0,395919,15404
"RADIO TOWER STATE 21601 28",284478,08," 3H",0,0,1827821,154567
"RADIO TOWER STATE 21601 28",284489,08," 1H",0,0,1920776,142037
"RADIO TOWER STATE 21601 28",284490,08," 4H",0,0,0,0
"RADIO TOWER STATE 21601 28",284568,08," 2H",0,0,0,0
"RADIO TOWER STATE 21601 28",289201,08," 5H",0,0,2564947,68816
"RAGAN SMITH STATE 36-37 UNIT A",51799,08," ",401312,1275132,0,0
"RAGAN SMITH STATE 36-37 UNIT B",51684,08," ",390843,1324632,0,0
"RAIL SPLITTER",45045,08," ",222814,413700,0,0
"RAIN CITY 57-3-7",283651,08," 1H",0,0,1956251,186857
"RAIN SHADOW UNIT",55844,08," ",374834,366824,0,0
"RALPHIE 7 UNIT",290958,08," 2H",0,0,1497500,330165
"RALPHIE 7 UNIT",291087,08," 1H",0,0,1254044,346312
"RALPHIE 7 UNIT",294682,08," 5H",0,0,0,0
"RALPHIE 7 UNIT",294764,08," 6H",0,0,968476,228072
"RALPHIE 7 UNIT",294846,08," 3H",0,0,1020790,254906
"RALPHIE 7 UNIT",294848,08," 4H",0,0,893503,244820
"RAMBO STATE UNIT",64684,08," ",439496,1879440,0,0
"RAMONES 267-266E A1",62988,08," ",280238,428064,0,0
"RAMONES UNIT 267-266E",53489,08," ",902444,1334539,0,0
"RAMONES UNIT 267-266W",54211,08," ",595406,909018,0,0
"RAMSES MIPA UNIT",289059,08," 1H",0,0,2373099,431318
"RAMSES MIPA UNIT",60039,08," ",733890,2142221,0,0
"RAMSEY 12A",43725,08," ",0,0,0,0
"RAMSEY, G. E. JR. 19",16148,08," ",0,0,0,0
"RAMSEY, G. E., JR. ""18""",23413,08," ",0,0,0,0
"RAMSEY, G. E., JR. -7-",21019,08," ",1064,0,0,0
"RAMSEY, G. E., JR. -8-",21020,08," ",20636,0,0,0
"RAMSEY, G.E., JR A -8-",59570,08," ",0,0,0,0
"RAMSEY,G.E., JR. ""18""",56731,08," ",0,0,0,0
RANDOLPH,18822,08," ",2,0,0,0
"RANDOLPH -B-",19784,08," ",4,0,0,0
"RANDOLPH -C-",20406,08," ",0,0,0,0
"RANDOLPH -G-",20640,08," ",166,0,0,0
"RANDOLPH -J-",20899,08," ",3981,0,0,0
"RANDOLPH, A. T.",17635,08," ",0,0,0,0
"RANDOLPH, A. T. -A-",18820,08," ",394,0,0,0
"RANDOLPH, R.",00598,08," ",3157,0,0,0
RANGER,283585,08," L 07H",0,0,499672,98051
RANGER,283882,08," B106H",0,0,1562631,221460
RANGER,283915,08," C205SL",0,0,0,0
RANGER,284132,08," L 05H",0,0,2475501,320790
RANGER,284213,08," U 02H",0,0,1885590,176428
RANGER,284215,08," U 04H",0,0,2560270,274325
RANGER,284217,08," U 06SL",0,0,0,0
RANGER,284219,08," L 03H",0,0,696387,89836
RANGER,284220,08," B104SL",0,0,0,0
RANGER,284242,08," L 01H",0,0,341369,54455
RANGER,284261,08," B102SL",0,0,0,0
"RANGER 'C4-6-15'",51455,08," ",0,0,0,0
"RANGER (C4-6-15)",52133,08," ",201208,689890,0,0
"RANGER 14-7 12",62661,08," ",182433,315017,0,0
"RANGER 14-7 21",62707,08," ",201310,530173,0,0
"RANGER 14-7 31",62504,08," ",153827,553028,0,0
"RANGER 14-7 63",62660,08," ",240010,335628,0,0
"RANGER 14-7 64",62587,08," ",178585,219495,0,0
"RANGER 16 SWD",46588,08," ",0,0,0,0
"RANGER C4-'6-14'",49271,08," ",186546,257068,0,0
"RANGER C4-6-14",49878,08," ",207003,326783,0,0
"RANGER C4-6-15",52057,08," ",269902,854076,0,0
"RANGER C4-7",47905,08," ",438180,1350565,0,0
"RANGER C5-15",49608,08," ",157891,528570,0,0
"RANGER C5-15",51336,08," ",0,0,0,0
"RAPE, J.M. ESTATE",24996,08," ",187,0,0,0
"RAPTOR 36",43200,08," ",0,0,0,0
"RAWHIDE STATE",43100,08," ",29891,48974,0,0
"RAWHIDE STATE",45812,08," ",173370,432745,0,0
"RAWLINS 53-4-4",281604,08," 1H",0,0,262637,54757
"RAYBURN SWD",42288,08," ",0,0,0,0
"REAGAN 6-51-8",45977,08," ",41016,54355,0,0
"RED 137W",53660,08," ",83821,647998,0,0
"RED BLUFF",31141,08," ",1965,696,0,0
"RED BLUFF ""10""",36819,08," ",9,0,0,0
"RED BLUFF ""16""",37474,08," ",54414,127938,0,0
"RED BLUFF ""APACHE 9""",37287,08," ",642,0,0,0
"RED BLUFF ""TXL 9""",36818,08," ",47270,117537,0,0
"RED BLUFF 57-38",290706,08," 1H",0,0,893323,194476
"RED BLUFF 57-38",46471,08," ",0,0,0,0
"RED BLUFF SWD",49883,08," ",0,0,0,0
"RED BLUFF SWD (2)",51204,08," ",0,0,0,0
"RED BLUFF SWD (3)",64245,08," ",0,0,0,0
"RED BULL STATE UNIT",285407,08," 7H",0,0,748578,48528
"RED CLOUD",49096,08," ",193317,726296,0,0
"RED CREST",46607,08," ",185893,576324,0,0
"RED CREST 319",45027,08," ",504,1463,0,0
"RED HORSE ""144""",37036,08," ",5642,5,0,0
"RED HORSE ""19""",38947,08," ",0,0,0,0
"RED HORSE ""29""",38026,08," ",110,0,0,0
"RED HORSE ""31""",39057,08," ",0,0,0,0
"RED LODGE C20-11",283665,08," 2H",0,0,70050,13840
"RED LODGE C20-11 C",282898,08," 3H",0,0,630333,122228
"RED LODGE C20-11 D",288472,08," 4H",0,0,2115414,455976
"RED LODGE C20-11 E",288531,08," 5H",0,0,4047646,461063
"RED LODGE C20-11 F",288432,08," 6H",0,0,3026709,534710
"RED LODGE C20-11 G",288433,08," 7H",0,0,2721169,326398
"RED LODGE C20-11 H",288435,08," 8H",0,0,2790729,534803
"RED LODGE C20-11 I",288502,08," 9H",0,0,2172228,316601
"RED LODGE C20-11 J",292703,08," 10H",0,0,1904392,356090
"RED LODGE C20-11 K",292706,08," 11H",0,0,1336698,312401
"RED LODGE C20-11 L",292755,08," 12H",0,0,1706801,344684
"RED ROCK 6-6",45114,08," ",33748,65367,0,0
"RED ROCK A UNIT",50734,08," ",626754,2854782,0,0
"RED ROCK B",51021,08," ",156108,631635,0,0
"RED ROCK M",52294,08," ",162147,1023848,0,0
"RED ROCK N",52295,08," ",313676,1428986,0,0
"RED UNIT 136-137E",49640,08," ",4460,9198,0,0
"RED WILLOW",45650,08," ",246565,478242,0,0
"RED WILLOW A",45690,08," ",185302,498298,0,0
"REDFISH 12",59236,08," ",0,0,0,0
"REDFISH UNIT 12A",58818,08," ",1052934,1523167,0,0
"REDFISH UNIT 12A",58970,08," ",1005082,1803303,0,0
"REDFISH UNIT 12B",60263,08," ",718989,894019,0,0
"REDFISH UNIT 12B",61312,08," ",728195,1021804,0,0
"REDHORN 4303 UNIT",293023,08," B  6H",0,0,1869081,273903
"REDHORN 4303 UNIT",293297,08," A  1H",0,0,1626297,226206
"REDHORN 4303 UNIT",293314,08," A  3H",0,0,1905121,263884
"REDHORN 4303 UNIT",293351,08," B  4H",0,0,1616633,227126
"REDHORN 4303 UNIT",293374,08," B  2H",0,0,1926870,265043
"REDHORN 4303 UNIT",293422,08," A  5H",0,0,1512691,249214
REDWOOD,284841,08," 101BH",0,0,4418739,0
REDWOOD,284858,08," 201AH",0,0,3822822,0
REDWOOD,284917,08," 301BH",0,0,2085475,0
REDWOOD,285127,08," 401DH",0,0,0,0
REDWOOD,286956,08," 103BH",0,0,7114029,0
REDWOOD,286985,08," 102BH",0,0,6674728,0
REDWOOD,286987,08," 105BH",0,0,7949292,0
REDWOOD,286988,08," 106BH",0,0,9321565,0
REDWOOD,288690,08," 104BH",0,0,0,0
REDWOOD,50647,08," ",0,0,0,0
"REDWOOD UNIT 2-19",287517,08," 1H",0,0,683161,150390
REED,51403,08," ",0,0,0,0
"REEDBUCK 25A",56792,08," ",100356,155279,0,0
"REEDBUCK STATE UNIT 25",50802,08," ",864315,1855781,0,0
"REEDBUCK STATE UNIT 25A61",56573,08," ",406786,472738,0,0
"REEDBUCK STATE UNIT 25A62",56548,08," ",391574,588085,0,0
"REESE CLEVELAND GAS UNIT",41765,08," ",0,0,0,0
"REEVES ""AK"" FEE",18549,08," ",0,0,0,0
"REEVES ""AU"" FEE",039981,08," 2",0,0,174,9
"REEVES ""AZ"" FEE",072029,08," 2",0,0,0,0
"REEVES ""BG"" FEE",114394,08," 1",0,0,78174,1
"REEVES ""BG"" FEE UNIT",166518,08," 2",0,0,39475,0
"REEVES 'AH' FEE",286188,08," 1W",0,0,0,0
"REEVES 'AX' FEE",24961,08," ",0,0,0,0
"REEVES 'AZ' FEE",227112,08," 1",0,0,0,0
"REEVES -43-",25973,08," ",0,0,0,0
"REEVES -AD- FEE",28233,08," ",0,0,0,0
"REEVES -AD- FEE",33955,08," ",0,0,0,0
"REEVES -AD- FEE (2)",34040,08," ",0,0,0,0
"REEVES -AM-",072032,08," 3",0,0,0,0
"REEVES -AM- FEE",036114,08," 1",0,0,0,0
"REEVES -AM- FEE",036115,08," 2",0,0,0,0
"REEVES -AQ- FEE",20064,08," ",0,0,0,0
"REEVES -AU-",038672,08," 1",0,0,259885,13
"REEVES -AX- FEE",21611,08," ",0,0,0,0
"REEVES -BC- FEE",072033,08," 2",0,0,0,0
"REEVES -BD- FEE",072031,08," 2",0,0,0,0
"REEVES -BD- FEE",072324,08," 1",0,0,0,0
"REEVES -BE-",30101,08," ",0,0,0,0
"REEVES -BF- FEE",29261,08," ",70,0,0,0
"REEVES -BJ-FEE",38476,08," ",0,0,0,0
"REEVES -BK- FEE",32288,08," ",0,0,0,0
"REEVES -BO- FEE",32608,08," ",0,0,0,0
"REEVES -N- FEE",14922,08," ",0,0,0,0
"REEVES -O- FEE",15814,08," ",0,0,0,0
"REEVES -P- FEE",16018,08," ",4113,0,0,0
"REEVES -Y- FEE",17275,08," ",0,0,0,0
"REEVES 25 SWD",47169,08," ",0,0,0,0
"REEVES 630 SWD",45593,08," ",0,0,0,0
"REEVES AA FEE",57660,08," ",0,0,0,0
"REEVES BUSCH SWD",49104,08," ",0,0,0,0
"REEVES FEE",28497,08," ",18,0,0,0
"REEVES RANGER SWD",50461,08," ",0,0,0,0
"REEVES STATE -27-",33832,08," ",0,0,0,0
"REEVES STATE 14",075320,08," 1",0,0,0,0
"REEVES STATE 14",276070,08," 2",0,0,0,0
"REEVES STATE 22",073716,08," 1",0,0,0,0
"REEVES STATE 22",150377,08," 3",0,0,0,0
"REEVES STATE 22",275373,08," 4",0,0,0,0
"REEVES STATE 27",072794,08," 2",0,0,0,0
"REEVES STATE 27",150160,08," 5",0,0,0,0
"REEVES STATE 27",37056,08," ",0,0,0,0
"REEVES STATE 35",073461,08," 1",0,0,0,0
"REEVES STATE 35",149340,08," 2",0,0,0,0
"REEVES STATE 35",276068,08," 3",0,0,0,0
"REEVES STATE 44",51500,08," ",0,0,0,0
"REEVES STATE T7-50-30",49178,08," ",1828488,2074175,0,0
"REEVES TXL FEE T7-50-15",44897,08," ",1041908,4136711,0,0
"REEVES TXL FEE T7-50-15",49366,08," ",0,0,0,0
"REEVES TXL FEE T7-50-19",47035,08," ",0,0,0,0
"REEVES TXL FEE T7-50-21",44932,08," ",989195,3854191,0,0
"REEVES TXL FEE T7-50-27",44837,08," ",6013,5391,0,0
"REEVES TXL FEE T7-50-29",51997,08," ",1539938,5589939,0,0
"REEVES TXL FEE T7-50-3",45284,08," ",3714,15977,0,0
"REEVES TXL FEE T7-50-9",45209,08," ",868043,4744522,0,0
"REEVES TXL FEE T7-50-9",48100,08," ",0,0,0,0
"REEVES TXL FEE T7-51-45",45777,08," ",11688,18212,0,0
"REEVES TXL FEE T7-51-47",45956,08," ",25774,43060,0,0
"REEVES TXL FEE T8-50-5",50296,08," ",0,0,0,0
"REEVES TXL FEE T8-50-7",51620,08," ",0,0,0,0
"REEVES TXL FEE T8-50-9",52036,08," ",0,0,0,0
"REEVES TXL FEE T8-51-11",45117,08," ",26774,106557,0,0
"REEVES TXL FEE T8-51-11",46072,08," ",0,0,0,0
"REEVES TXL FEE T8-51-9",45501,08," ",7515,14182,0,0
"REEVES TXL FEE UNIT",039620,08," 1",0,0,3042955,0
"REEVES TXL FEE UNIT",041519,08," 2",0,0,297730,0
"REEVES TXL FEE UNIT",045002,08," 4 L",0,0,3287426,0
"REEVES TXL FEE UNIT",045184,08," 4 U",0,0,288103,5
"REEVES TXL FEE UNIT",045790,08," 3 A",0,0,228410,0
"REEVES TXL FEE UNIT",046059,08," 5",0,0,361836,2
"REEVES TXL FEE UNIT",049648,08," 9",0,0,60584,0
"REEVES TXL FEE UNIT",163026,08," 8",0,0,10468,0
"REEVES TXL FEE UNIT",163203,08," 7",0,0,23609,16646
REEVES-AW-FEE,255545,08," 1",0,0,0,0
REEVES-STATE,080511,08," 3027",0,0,0,0
"REEVES-STATE 22",148705,08," 2",0,0,0,0
"REEVES-STATE 23",072819,08," 1023WI",0,0,0,0
"REEVES-STATE 27",170408,08," 1",0,0,0,0
REGAN,039653,08," 1",0,0,386732,0
REGAN,36926,08," ",0,0,0,0
"REGAN 257",43594,08," ",9492,8865,0,0
"REGAN 257-1S",50419,08," ",0,0,0,0
"REGAN TRUST 6",44575,08," ",9121,8917,0,0
"REGAN, K. M. -A-",14351,08," ",9530,0,0,0
"REGAN-STATE 1",20047,08," ",4844,0,0,0
"REGULUS SWD",56759,08," ",0,0,0,0
RENEGADE,284501,08," L 02H",0,0,960831,104637
RENEGADE,284529,08," 0302BH",0,0,948464,69757
RENEGADE,284547,08," U 03H",0,0,914227,147973
"RENEGADE STATE A",53127,08," ",356926,1490577,0,0
"RENEGADE STATE B",53129,08," ",209934,632311,0,0
"REPENT 23",291071,08," 1HM",0,0,967861,99037
"REPENT 23",52173,08," ",0,0,0,0
"RETAMA STATE UNIT",291004,08," 101AH",0,0,5526242,46
"REV ATA RODO T8-51-30 A",62318,08," ",497778,575739,0,0
"REV ATA RODO T8-51-30 B",62319,08," ",380528,452954,0,0
"REV ATA RODO T8-51-30 C",62320,08," ",283120,314701,0,0
"REV ATA RODO T8-51-30 D",62490,08," ",240684,262586,0,0
"REV BOLIVIAN RAINBOW T8-51-18",58884,08," ",802899,1105061,0,0
"REV BOLIVIAN RAINBOW T8-51-18 A",58944,08," ",0,0,0,0
"REV BX STATE T8-51-12",57888,08," ",2076311,4368970,0,0
"REV BX STEVE GREEN A",59248,08," ",335703,573066,0,0
